product;price;rating;recall;instalment;instalment_price;instalment_time
Lenovo IdeaPad Gaming 3 82K1015RRU черный;548400;0;;В рассрочку;45 700 ₸;x12
DELL Vostro 3510 210-AZZU-B3 серый;413777;2;(1 отзыв);В рассрочку;34 482 ₸;x12
ASUS B5402FBA-KA0294 90NX05J1-M00AW0 темно-синий;493854;0;;В рассрочку;41 155 ₸;x12
Lenovo ThinkPad T14s Gen 3 21BR00DRRT черный;938849;0;;В рассрочку;78 238 ₸;x12
Lenovo ThinkPad T16 Gen 1 21BV006DRT черный;900646;0;;В рассрочку;75 054 ₸;x12
Lenovo ThinkPad T14 Gen 3 21AH00G2RT черный;882884;0;;В рассрочку;73 574 ₸;x12
Lenovo ThinkPad E15 Gen 4 15 Gen 4 21ED003MRT черный;485136;0;;В рассрочку;40 428 ₸;x12
Lenovo ThinkPad E15 Gen 4 15 Gen 4 21ED003MRT черный;485136;0;;В рассрочку;40 428 ₸;x12
HP Victus 16-d0000ur 46Z71EA синий;364900;10;(1 отзыв);В рассрочку;30 409 ₸;x12
ASUS ExpertBook B1 B1400CBA-EB0767W черный;359990;0;;В рассрочку;30 000 ₸;x12
ASUS TUF Gaming F15 FX506LH-HN236 90NR03U2-M08560 черный;467990;10;(4 отзыва);В рассрочку;39 000 ₸;x12
ASUS VivoBook Pro K6500ZC-MA378 90NB0XK1-M00NE0 синий;769890;10;(4 отзыва);В рассрочку;64 158 ₸;x12
Lenovo IdeaPad 3 15ABA7 82RN00CURK серый;379990;10;(1 отзыв);В рассрочку;31 666 ₸;x12
ASUS VivoBook K513EA-BN2233 серебристый;465789;0;;В рассрочку;38 816 ₸;x12
Honor MagicBook X 14 5301AESW темно-серый;329970;0;;В рассрочку;27 498 ₸;x12
HP OMEN 16-b0039ur 55C04EA темно-серый;799990;0;;В рассрочку;66 666 ₸;x12
ASUS ROG Flow X13 GV301RE-LJ128W черный;1199489;10;(1 отзыв);В рассрочку;99 958 ₸;x12
HP OMEN X 15-dg0010ur черный;2329990;0;;В рассрочку;194 166 ₸;x12
HP Omen 17-ck1007ci 6Q1E3EA черный;1468270;0;;В рассрочку;122 356 ₸;x12
Lenovo ThinkPad E15 Gen 4 15 Gen 4 21ED003MRT черный;485136;0;;В рассрочку;40 428 ₸;x12
HP Victus 16-d0000ur 46Z71EA синий;364900;10;(1 отзыв);В рассрочку;30 409 ₸;x12
ASUS ExpertBook B1 B1400CBA-EB0767W черный;359990;0;;В рассрочку;30 000 ₸;x12
ASUS TUF Gaming F15 FX506LH-HN236 90NR03U2-M08560 черный;467990;10;(4 отзыва);В рассрочку;39 000 ₸;x12
ASUS VivoBook Pro K6500ZC-MA378 90NB0XK1-M00NE0 синий;769890;10;(4 отзыва);В рассрочку;64 158 ₸;x12
Lenovo IdeaPad 3 15ABA7 82RN00CURK серый;379990;10;(1 отзыв);В рассрочку;31 666 ₸;x12
ASUS VivoBook K513EA-BN2233 серебристый;465789;0;;В рассрочку;38 816 ₸;x12
Honor MagicBook X 14 5301AESW темно-серый;329970;0;;В рассрочку;27 498 ₸;x12
HP OMEN 16-b0039ur 55C04EA темно-серый;799990;0;;В рассрочку;66 666 ₸;x12
ASUS ROG Flow X13 GV301RE-LJ128W черный;1199489;10;(1 отзыв);В рассрочку;99 958 ₸;x12
HP OMEN X 15-dg0010ur черный;2329990;0;;В рассрочку;194 166 ₸;x12
HP Omen 17-ck1007ci 6Q1E3EA черный;1468270;0;;В рассрочку;122 356 ₸;x12
ASUS 31215U-8-256-W B1400CBA-EB0766W темно-синий;294980;10;(1 отзыв);В рассрочку;24 582 ₸;x12
Lenovo IdeaPad 3 15ITL6 82H8028GRE серый;280000;10;(10 отзывов);В рассрочку;23 334 ₸;x12
Apple MacBook Pro 14 Z15J000D1 серебристый;1781990;0;;В рассрочку;148 500 ₸;x12
Lenovo IdeaPad Gaming 3 82K200AURK черный;499990;9;(2 отзыва);В рассрочку;41 666 ₸;x12
ASUS ExpertBook B1500CBA-BQ0559W темно-синий;359980;0;;В рассрочку;29 999 ₸;x12
Lenovo IdeaPad L3 15ITL6 82HL0026RK серый;276959;0;;В рассрочку;23 080 ₸;x12
ASUS Vivobook Pro 14 M3401QA-KM012W 90NB0VZ2-M01130 темно-синий;699990;10;(9 отзывов);В рассрочку;58 333 ₸;x12
Lenovo Yoga 9 14IRP8 83B1002WRK темно-серый;1199990;10;(2 отзыва);В рассрочку;100 000 ₸;x12
ASUS E1504GA-BQ129W 90NB0ZT2-M00530 черный;219990;0;;В рассрочку;18 333 ₸;x12
Lenovo Yoga Slim 7 ProX 14IAH7 82TK00BNRU серый;729990;0;;В рассрочку;60 833 ₸;x12
Lenovo Yoga Slim 6 14IAP8 82WU003URK серый;370900;0;;В рассрочку;30 909 ₸;x12
ASUS X515JA-EJ2121W 90NB0SR1-M00HK0 серый;549790;10;(17 отзывов);В рассрочку;45 816 ₸;x12
Acer Aspire 3 A315-57G I341TMN NX.HZRER.005 черный;238910;9;(5 отзывов);В рассрочку;19 910 ₸;x12
Dream Machines RG3050Ti-15KZ34 черный;700000;0;;В рассрочку;58 334 ₸;x12
Lenovo LOQ 15IRH8 82XV0072RK черный;555890;0;;В рассрочку;46 325 ₸;x12
HP 15-er0005ur 65G63EA серебристый;371490;9;(2 отзыва);В рассрочку;30 958 ₸;x12
ASUS TUF Dash F15 FX516PM-AZ077 90NR05X1-M05880 черный;557990;9;(3 отзыва);В рассрочку;46 500 ₸;x12
ThundeRobot T911 Air XD черный;699990;10;(1 отзыв);В рассрочку;58 333 ₸;x12
DELL XPS 15 9520 210-BDVF-13 серебристый;1775330;0;;В рассрочку;147 945 ₸;x12
HP 15s-fq2038ur 321H6EA серебристый;419980;10;(15 отзывов);В рассрочку;34 999 ₸;x12
Lenovo Ideapad Gaming 3 81Y400NURK черный;447990;10;(4 отзыва);В рассрочку;37 333 ₸;x12
ASUS ExpertBook B5 B5602CBA-L20147X темно-синий;867080;0;;В рассрочку;72 257 ₸;x12
ASUS Zenbook Pro 14 UX8402VU-P1070W черный;1158990;0;;В рассрочку;96 583 ₸;x12
Acer Nitro 5 AN515-46 R585SGN NH.QGYER.006 черный;579990;10;;В рассрочку;48 333 ₸;x12
Lenovo Ideapad Gaming 3 81Y400NURK черный;447990;10;(4 отзыва);В рассрочку;37 333 ₸;x12
ASUS Zenbook Pro 14 UX8402VU-P1070W черный;1158990;0;;В рассрочку;96 583 ₸;x12
DELL XPS 15 9520 210-BDVF-13 серебристый;1775330;0;;В рассрочку;147 945 ₸;x12
MSI GF63 Thin 11UC-1229XGE черный;464990;0;;В рассрочку;38 750 ₸;x12
Acer Nitro 5 AN515-46 R585SGN NH.QGYER.006 черный;579990;10;;В рассрочку;48 333 ₸;x12
Lenovo Legion 5 15ARH7H 82RD006MRK серый;902400;0;;В рассрочку;75 200 ₸;x12
Lenovo ThinkPad X1 Extreme Gen 5 21DE0022RT черный;2299900;0;;В рассрочку;191 659 ₸;x12
MSI Katana GF76 11UC-873XGE черный;524990;0;;В рассрочку;43 750 ₸;x12
Acer Aspire 3 A315-57G I341TMN NX.HZRER.005 черный;238910;9;(5 отзывов);В рассрочку;19 910 ₸;x12
Lenovo Yoga 9 14IRP8 83B1002WRK темно-серый;1199990;10;(2 отзыва);В рассрочку;100 000 ₸;x12
Lenovo ThinkBook 15 G2 ITL 20VE0009RU серый;439990;10;(2 отзыва);В рассрочку;36 666 ₸;x12
HP Omen 17-ck1007ci 6Q1E3EA черный;1468270;0;;В рассрочку;122 356 ₸;x12
Lenovo Ideapad Gaming 3 81Y400NURK черный;447990;10;(4 отзыва);В рассрочку;37 333 ₸;x12
ASUS Zenbook Pro 14 UX8402VU-P1070W черный;1158990;0;;В рассрочку;96 583 ₸;x12
DELL XPS 15 9520 210-BDVF-13 серебристый;1775330;0;;В рассрочку;147 945 ₸;x12
MSI GF63 Thin 11UC-1229XGE черный;464990;0;;В рассрочку;38 750 ₸;x12
Acer Nitro 5 AN515-46 R585SGN NH.QGYER.006 черный;579990;10;;В рассрочку;48 333 ₸;x12
Lenovo Legion 5 15ARH7H 82RD006MRK серый;902400;0;;В рассрочку;75 200 ₸;x12
Lenovo ThinkPad X1 Extreme Gen 5 21DE0022RT черный;2299900;0;;В рассрочку;191 659 ₸;x12
MSI Katana GF76 11UC-873XGE черный;524990;0;;В рассрочку;43 750 ₸;x12
Acer Aspire 3 A315-57G I341TMN NX.HZRER.005 черный;238910;9;(5 отзывов);В рассрочку;19 910 ₸;x12
Lenovo Yoga 9 14IRP8 83B1002WRK темно-серый;1199990;10;(2 отзыва);В рассрочку;100 000 ₸;x12
Lenovo ThinkBook 15 G2 ITL 20VE0009RU серый;439990;10;(2 отзыва);В рассрочку;36 666 ₸;x12
HP Omen 17-ck1007ci 6Q1E3EA черный;1468270;0;;В рассрочку;122 356 ₸;x12
Lenovo IdeaPad Gaming 3 16IAH7 82SA00FBRK темно-серый;548999;0;;В рассрочку;45 750 ₸;x12
Acer Aspire A315-34-P107 NX.HE3ER.010 черный;239990;0;;В рассрочку;20 000 ₸;x12
HP OMEN 17-ck2003ci 7Z7V4EA#UUQ черный;1449990;0;;В рассрочку;120 833 ₸;x12
HP 255 G9 6A1B1EA серый;356745;0;;В рассрочку;29 729 ₸;x12
Lenovo IdeaPad Slim 3 16IRU8 82X80007RK серебристый;254889;10;(1 отзыв);В рассрочку;21 241 ₸;x12
Lenovo IdeaPad 3 15ABA7 82RN00CURK серый;379990;10;(1 отзыв);В рассрочку;31 666 ₸;x12
ASUS TUF Gaming F15 FX506LH-HN236 90NR03U2-M08560 черный;467990;10;(4 отзыва);В рассрочку;39 000 ₸;x12
ASUS VivoBook Pro K6500ZC-MA378 90NB0XK1-M00NE0 синий;769890;10;(4 отзыва);В рассрочку;64 158 ₸;x12
ASUS VivoBook K513EA-BN2233 серебристый;465789;0;;В рассрочку;38 816 ₸;x12
Lenovo IdeaPad 3 15ITL6 82H802NHRK серый;441230;0;;В рассрочку;36 770 ₸;x12
Lenovo ThinkBook 16 G4+ IAP 21CY0013RU серебристый;545700;0;;В рассрочку;45 475 ₸;x12
HP 470 G9 6S6T5EA серебристый;366988;10;(1 отзыв);В рассрочку;30 583 ₸;x12
Lenovo Thinkpad X1 Carbon 21CB004JRT черный;1499900;0;;В рассрочку;124 992 ₸;x12
HP 16-e0069ur 4E1K1EA синий;719990;0;;В рассрочку;60 000 ₸;x12
Acer Nitro 5 AN515-55 NH.QB0ER.005 черный;619990;10;(29 отзывов);В рассрочку;51 666 ₸;x12
Huawei MateBook 14 KelvinM-W5651W серый;699990;10;;В рассрочку;58 333 ₸;x12
HP 16-E0131UR 640B9EA белый;449990;8;;В рассрочку;37 500 ₸;x12
ASUS ROG Zephyrus M16 GU603ZM-K8005W 90NR0822-M001H0 черный;987990;10;(2 отзыва);В рассрочку;82 333 ₸;x12
ASUS Zenbook UM3402YA-KM350W черный;595279;10;(3 отзыва);В рассрочку;49 607 ₸;x12
MSI Katana GF66 12UE-1052X 9S7-158332-1052 черный;899990;9;(1 отзыв);В рассрочку;75 000 ₸;x12
ASUS Vivobook 14X X1403ZA-LY193 серебристый;518790;0;;В рассрочку;43 233 ₸;x12
Lenovo Legion S7 16IAH7 82TF002YRK темно-серый;810330;0;;В рассрочку;67 528 ₸;x12
ASUS ExpertBook B1 B1500CEAE-BQ4275W черный;299980;10;(1 отзыв);В рассрочку;24 999 ₸;x12
DELL Vostro 7620 210-BDVL-4 черный;938800;10;;В рассрочку;78 234 ₸;x12
HP ENVY x360 15-ew0009ci 7P0M8EA серебристый;563660;0;;В рассрочку;46 972 ₸;x12
HP OMEN 16-wf0019ci 804G8EA черный;784990;0;;В рассрочку;65 416 ₸;x12
Lenovo ThinkBook 16 G4+ IAP 21CY0013RU серебристый;545700;0;;В рассрочку;45 475 ₸;x12
HP Pavilion Aero 13-be1030ci 7P0L7EA серебристый;399990;0;;В рассрочку;33 333 ₸;x12
DELL Vostro 3525 210-BDRB-6 серый;312650;0;;В рассрочку;26 055 ₸;x12
HP 15-er0005ur 65G63EA серебристый;371490;9;(2 отзыва);В рассрочку;30 958 ₸;x12
Lenovo LOQ 15IRH8 82XV0072RK черный;555890;0;;В рассрочку;46 325 ₸;x12
ASUS TUF Dash F15 FX516PM-AZ077 90NR05X1-M05880 черный;557990;9;(3 отзыва);В рассрочку;46 500 ₸;x12
Dream Machines RG3050Ti-15KZ34 черный;700000;0;;В рассрочку;58 334 ₸;x12
HP 255 G9 6A1B1EA серый;356745;0;;В рассрочку;29 729 ₸;x12
Acer Aspire A315-34-P107 NX.HE3ER.010 черный;239990;0;;В рассрочку;20 000 ₸;x12
HP OMEN 17-ck2003ci 7Z7V4EA#UUQ черный;1449990;0;;В рассрочку;120 833 ₸;x12
ZIK Computers ZIK W-1167S 017zik черный;110000;8;(3 отзыва);В рассрочку;9 167 ₸;x12
HP ZBook Fury 16 G9 62U60EA серый;1459098;0;;В рассрочку;121 592 ₸;x12
Lenovo IdeaPad L3 15ITL6 82HL0038RK серебристый;219199;10;(3 отзыва);В рассрочку;18 267 ₸;x12
ASUS Vivobook 17X K3704VA-AU051 черный;369980;0;;В рассрочку;30 832 ₸;x12
HP 240 G8 43W55EA серый;317910;9;;В рассрочку;26 493 ₸;x12
MSI Katana GF66 12UE-1053X 9S7-158332-1053 черный;529990;0;;В рассрочку;44 166 ₸;x12
ASUS VivoBook 15 M513U 90NB0TP1-M06280 черный;329990;9;(20 отзывов);В рассрочку;27 500 ₸;x12
DELL Vostro 5625 210-BDFL-2 серый;507510;10;(1 отзыв);В рассрочку;42 293 ₸;x12
HP OMEN 16-wf0017ci 804G5EA#UUQ черный;859990;0;;В рассрочку;71 666 ₸;x12
HP 15-fc0002ci 7P449EA серебристый;299990;10;(2 отзыва);В рассрочку;25 000 ₸;x12
ASUS TUF Gaming A15 FA506QM-HN018 90NR0607-M006U0 черный;599900;10;(2 отзыва);В рассрочку;49 992 ₸;x12
ASUS VivoBook Go E1504FA-BQ090 90NB0ZR2-M00L10 черный;229990;0;;В рассрочку;19 166 ₸;x12
Lenovo ThinkBook 16 G4+ IAP 21CY0013RU серебристый;545700;0;;В рассрочку;45 475 ₸;x12
HP Pavilion Aero 13-be1030ci 7P0L7EA серебристый;399990;0;;В рассрочку;33 333 ₸;x12
DELL Vostro 3525 210-BDRB-6 серый;312650;0;;В рассрочку;26 055 ₸;x12
HP 470 G9 6S6T5EA серебристый;366988;10;(1 отзыв);В рассрочку;30 583 ₸;x12
DELL Inspiron 15 210-BDIG-9 черный;319868;0;;В рассрочку;26 656 ₸;x12
ASUS Zenbook S UM5302TA-LV562W 90NB0WA3-M00UP0 синий;599990;10;(1 отзыв);В рассрочку;50 000 ₸;x12
ASUS Rog Strix Scar 16 G634JZ-N4035 90NR0C81-M00300 черный;2199990;10;(1 отзыв);В рассрочку;183 333 ₸;x12
ASUS X515EA-EJ1414 90NB0TY2-M03EX0 серебристый;174050;0;;В рассрочку;14 505 ₸;x12
Lenovo IdeaPad 3 14ITL6 82H7015TRU серый;970000;10;(6 отзывов);В рассрочку;80 834 ₸;x12
ASUS S433EA-KI2331W 90NB0RL4-M00MH0 серый;399229;0;;В рассрочку;33 270 ₸;x12
ASUS ROG Zephyrus M16 GU604VZ-NM040W 90NR0BK3-M002W0 черный;1878563;10;(2 отзыва);В рассрочку;156 547 ₸;x12
Lenovo V15 G2 ITL 82KB0006RU серый;277490;10;(1 отзыв);В рассрочку;23 125 ₸;x12
HP Laptop 15-dw1062ur 4Z9C9EA серый;189900;8;(6 отзывов);В рассрочку;15 825 ₸;x12
ASUS X515EA-EJ1414 90NB0TY2-M03EX0 серебристый;174050;0;;В рассрочку;14 505 ₸;x12
Lenovo V15 G2 ITL 82KB0006RU серый;277490;10;(1 отзыв);В рассрочку;23 125 ₸;x12
ASUS Rog Strix Scar 16 G634JZ-N4035 90NR0C81-M00300 черный;2199990;10;(1 отзыв);В рассрочку;183 333 ₸;x12
Acer Aspire 3 A314-35 NX.A7SER.00G серебристый;289990;10;;В рассрочку;24 166 ₸;x12
Lenovo ThinkBook 15 G4 IAP 21DJ009MRU серый;1199990;0;;В рассрочку;100 000 ₸;x12
Lenovo Legion 5 Pro 16IRX8 82WK0067RK темно-серый;999990;0;;В рассрочку;83 333 ₸;x12
Lenovo ThinkBook 13s G4 21AR0019RU серый;678990;0;;В рассрочку;56 583 ₸;x12
DELL Inspiron 15 210-BDIG-9 черный;319868;0;;В рассрочку;26 656 ₸;x12
ASUS Zenbook S UM5302TA-LV562W 90NB0WA3-M00UP0 синий;599990;10;(1 отзыв);В рассрочку;50 000 ₸;x12
HP 15s-eq2129ur 640H2EA серебристый;377990;0;;В рассрочку;31 500 ₸;x12
ASUS S433EA-KI2331W 90NB0RL4-M00MH0 серый;399229;0;;В рассрочку;33 270 ₸;x12
ASUS TUF Gaming A15 FA506IHR-HN057 90NR07G7-M002E0 черный;417990;9;(7 отзывов);В рассрочку;34 833 ₸;x12
ASUS ROG Strix SCAR 16 G634JZ-N4067W 90NR0C81-M00500 черный;2299990;10;(2 отзыва);В рассрочку;191 666 ₸;x12
Dream Machines RG3050Ti-17KZ46 черный;599970;0;;В рассрочку;49 998 ₸;x12
ASUS K6602HC-N1071 90NB0YU1-M004N0 синий;439990;8;(1 отзыв);В рассрочку;36 666 ₸;x12
Lenovo IdeaPad Gaming 3 82K100KFRK черный;609990;10;(2 отзыва);В рассрочку;50 833 ₸;x12
DELL XPS 13 Plus 9320 210-BDVD-5 серый;1527680;0;;В рассрочку;127 307 ₸;x12
ASUS VivoBook Go E1504FA-BQ090 90NB0ZR2-M00L10 черный;229990;0;;В рассрочку;19 166 ₸;x12
ASUS UX5304VA-NQ086W 90NB0Z92-M00AV0 серый;699990;0;;В рассрочку;58 333 ₸;x12
Aspire 5 A515-56-36UT NX.AASAA.002 серебристый;199990;0;;В рассрочку;16 666 ₸;x12
HP Victus 16-e0043ur 4A746EA черный;475590;9;(15 отзывов);В рассрочку;39 633 ₸;x12
Lenovo V15 G2 ITL 82KB0006RU серый;277490;10;(1 отзыв);В рассрочку;23 125 ₸;x12
Lenovo Legion 5 Pro 16IRX8 82WK0067RK темно-серый;999990;0;;В рассрочку;83 333 ₸;x12
Acer Aspire A315-34-P351 NX.HE3ER.010 черный;239990;9;(4 отзыва);В рассрочку;20 000 ₸;x12
Lenovo TP T590 20N4004DRT черный;590000;10;;В рассрочку;49 167 ₸;x12
ASUS Vivobook S 14 M3402RA-KM081 90NB0WH1-M00370 серебристый;505990;0;;В рассрочку;42 166 ₸;x12
Lenovo ThinkBook 14 G3 ACL 21A20046RU серый;399000;10;(1 отзыв);В рассрочку;33 250 ₸;x12
Lenovo ThinkBook 15 G4 IAP 21DJ009MRU серый;1199990;0;;В рассрочку;100 000 ₸;x12
ASUS Rog Strix Scar 16 G634JZ-N4035 90NR0C81-M00300 черный;2199990;10;(1 отзыв);В рассрочку;183 333 ₸;x12
ASUS ROG Flow X16 GV601VV-NF026W 90NR0D11-M001P0 черный;1140790;10;(1 отзыв);В рассрочку;95 066 ₸;x12
ASUS X1702ZA-AU155 90NB0WZ1-M00640 серебристый;279990;10;(2 отзыва);В рассрочку;23 333 ₸;x12
ASUS VivoBook 15 M513U 90NB0TP1-M06280 черный;329990;9;(20 отзывов);В рассрочку;27 500 ₸;x12
ASUS VivoBook Pro 15 K3500PH 90NB0UV2-M02960 синий;479990;10;(2 отзыва);В рассрочку;40 000 ₸;x12
HP 15-fc0002ci 7P449EA серебристый;299990;10;(2 отзыва);В рассрочку;25 000 ₸;x12
HP 15s-fq2074ur серебристый;449989;10;(14 отзывов);В рассрочку;37 500 ₸;x12
ASUS Vivobook S 14 M3402RA-KM081 90NB0WH1-M00370 серебристый;505990;0;;В рассрочку;42 166 ₸;x12
DELL XPS 13 Plus 9320 210-BDVD-5 серый;1527680;0;;В рассрочку;127 307 ₸;x12
Acer Aspire A315-34-P351 NX.HE3ER.010 черный;239990;9;(4 отзыва);В рассрочку;20 000 ₸;x12
ASUS X1702ZA-AU155 90NB0WZ1-M00640 серебристый;279990;10;(2 отзыва);В рассрочку;23 333 ₸;x12
ASUS K6602HC-N1071 90NB0YU1-M004N0 синий;439990;8;(1 отзыв);В рассрочку;36 666 ₸;x12
Lenovo 14ARP8 82YM002DRK серый;435580;0;;В рассрочку;36 299 ₸;x12
HP Victus 16-e0043ur 4A746EA черный;475590;9;(15 отзывов);В рассрочку;39 633 ₸;x12
ASUS TUF Gaming A15 FA506QM-HN018 90NR0607-M006U0 черный;599900;10;(2 отзыва);В рассрочку;49 992 ₸;x12
ASUS TUF Dash F15 FX517ZM-HN073 90NR09Q3-M00FU0 черный;698400;10;(10 отзывов);В рассрочку;58 200 ₸;x12
ASUS ROG Flow X16 GV601VV-NF026W 90NR0D11-M001P0 черный;1140790;10;(1 отзыв);В рассрочку;95 066 ₸;x12
Aspire 5 A515-56-36UT NX.AASAA.002 серебристый;199990;0;;В рассрочку;16 666 ₸;x12
Acer SWIFT 3 SF314-511 NX.ACWER.00C синий;419990;10;(1 отзыв);В рассрочку;35 000 ₸;x12
ASUS TUF Gaming A15 FA506IHR-HN057 90NR07G7-M002E0 черный;417990;9;(7 отзывов);В рассрочку;34 833 ₸;x12
ASUS VivoBook 16 X1605ZA-MB024W 90NB0ZA2-M00KA0 серебристый;272990;0;;В рассрочку;22 750 ₸;x12
ASUS Vivobook S 16 Flip TP3604VA-MY043W 90NB1051-M003X0 черный;619990;0;;В рассрочку;51 666 ₸;x12
HP Victus 16-e0043ur 4A746EA#ACB синий;519990;9;(1 отзыв);В рассрочку;43 333 ₸;x12
Lenovo IdeaPad Gaming 3 82K100KFRK черный;609990;10;(2 отзыва);В рассрочку;50 833 ₸;x12
ASUS VivoBook Go E1504FA-BQ090 90NB0ZR2-M00L10 черный;229990;0;;В рассрочку;19 166 ₸;x12
ASUS UX5304VA-NQ086W 90NB0Z92-M00AV0 серый;699990;0;;В рассрочку;58 333 ₸;x12
ASUS ROG Strix SCAR 16 G634JZ-N4067W 90NR0C81-M00500 черный;2299990;10;(2 отзыва);В рассрочку;191 666 ₸;x12
Dream Machines RG3050Ti-17KZ46 черный;599970;0;;В рассрочку;49 998 ₸;x12
Acer Aspire 5 A515-57 I385SUW1 NX.K3KER.00E серый;479990;10;(2 отзыва);В рассрочку;40 000 ₸;x12
ASUS X515EA X515EA-BQ3555W серебристый;274980;10;(1 отзыв);В рассрочку;22 915 ₸;x12
ASUS ZenBook UM425QA-KI084T серый;499790;10;(7 отзывов);В рассрочку;41 650 ₸;x12
Acer Aspire 5 A515-57 I385SUW1 NX.K3KER.00E серый;479990;10;(2 отзыва);В рассрочку;40 000 ₸;x12
ASUS X515EA X515EA-BQ3555W серебристый;274980;10;(1 отзыв);В рассрочку;22 915 ₸;x12
ASUS X515EA-BQ1830W 90NB0TY2-M033P0 серебристый;289660;0;;В рассрочку;24 139 ₸;x12
ASUS ZenBook UM425QA-KI084T серый;499790;10;(7 отзывов);В рассрочку;41 650 ₸;x12
ASUS B1500CBA-BQ0558 31215U-8-256-D темно-синий;259980;0;;В рассрочку;21 665 ₸;x12
ASUS TN3604YA-MC064W TN3604YA-MC064W черный;419980;0;;В рассрочку;34 999 ₸;x12
HP EliteBook 860 G9 6T140EA серебристый;605543;0;;В рассрочку;50 462 ₸;x12
Ноутбук Asus VivoBook Go E1504FA-BQ525WS Black/Win11(90NB0ZR2-M00YU0);259990;10;(3 отзыва);В рассрочку;21 666 ₸;x12
HP Pavilion Plus 14-eh1003ci 7P4V2EA#UUQ серебристый;499990;10;(1 отзыв);В рассрочку;41 666 ₸;x12
ASUS TUF Gaming F17 FX707ZV4-LL023 90NR0FB5-M002S0 серый;699990;0;;В рассрочку;58 333 ₸;x12
Lenovo IdeaPad Gaming 3 15IHU6 82k1015urk черный;599990;10;;В рассрочку;50 000 ₸;x12
ASUS Zenbook 14 UM425QA-KI228 серый;329980;0;;В рассрочку;27 499 ₸;x12
ASUS TUF Dash F15 FX516P 90NR05U1-M01690 серый;547593;10;(25 отзывов);В рассрочку;45 633 ₸;x12
HP EliteBook 1040 G9 6T109EA серебристый;781488;0;;В рассрочку;65 124 ₸;x12
Lenovo IdeaPad 5 Pro 82L300MSRK серый;499990;10;(16 отзывов);В рассрочку;41 666 ₸;x12
ASUS TUF Gaming F15 FX506HCB-HN1138 90NR0723-M04800 серый;496890;10;;В рассрочку;41 408 ₸;x12
ASUS FX506HCB-HN218 90NR0724-M06420 черный;630570;9;(11 отзывов);В рассрочку;52 548 ₸;x12
Acer Nitro 5 AN517-55-50WB NH.QFWER.001 черный;802980;0;;В рассрочку;66 915 ₸;x12
Acer Swift 3 SF314-57G NX.HUGER.002 голубой;453320;10;(16 отзывов);В рассрочку;37 777 ₸;x12
ASUS Zenbook 13 UX325EA-KG653WS серый;689990;10;(2 отзыва);В рассрочку;57 500 ₸;x12
ASUS E410MA E410MA-BV1503 черный;219990;9;(5 отзывов);В рассрочку;18 333 ₸;x12
HP 255 G9 6A1A5EA серый;275670;0;;В рассрочку;22 973 ₸;x12
Lenovo IdeaPad 3 82H802E9RK серый;279990;10;(3 отзыва);В рассрочку;23 333 ₸;x12
ASUS TUF Gaming F17 FX707ZV4-HX055 черный;719980;0;;В рассрочку;59 999 ₸;x12
Acer Swift 3 SF314-57G NX.HUGER.002 голубой;453320;10;(16 отзывов);В рассрочку;37 777 ₸;x12
Lenovo IdeaPad 3 82H802E9RK серый;279990;10;(3 отзыва);В рассрочку;23 333 ₸;x12
ASUS TUF Gaming F17 FX707ZV4-HX055 черный;719980;0;;В рассрочку;59 999 ₸;x12
Lenovo IdeaPad S300 15IAN8 82XB0022RK серый;209990;0;;В рассрочку;17 500 ₸;x12
Lenovo IdeaPad 3 81WE012LRK серый;249600;9;(18 отзывов);В рассрочку;20 800 ₸;x12
ASUS ExpertBook B1 90NX0571-M00TV0 синий;416205;0;;В рассрочку;34 684 ₸;x12
Great Asia TK-E140J3 серебристый;147000;9;(4 отзыва);В рассрочку;12 250 ₸;x12
HP Pavilion 15-eh1130ur 638D3EA серебристый;269900;10;(1 отзыв);В рассрочку;22 492 ₸;x12
HP Pavilion 14-DV0094UR 5C0F2EA серебристый;358587;10;(2 отзыва);В рассрочку;29 883 ₸;x12
Acer Extensa EX215-52 NX.EG8ER.00H черный;229997;0;;В рассрочку;19 167 ₸;x12
Acer Extensa 15 EX215-31-C6FV NX.EFTER.00P черный;208499;9;(11 отзывов);В рассрочку;17 375 ₸;x12
Lenovo Legion 5 15IMH6 82NL0000RU черный;468985;0;;В рассрочку;39 083 ₸;x12
Acer Swift 3 SF314-57G NX.HUGER.002 голубой;453320;10;(16 отзывов);В рассрочку;37 777 ₸;x12
Lenovo IdeaPad 3 82H802E9RK серый;279990;10;(3 отзыва);В рассрочку;23 333 ₸;x12
ASUS TUF Gaming F17 FX707ZV4-HX055 черный;719980;0;;В рассрочку;59 999 ₸;x12
Lenovo IdeaPad S300 15IAN8 82XB0022RK серый;209990;0;;В рассрочку;17 500 ₸;x12
Lenovo IdeaPad 3 81WE012LRK серый;249600;9;(18 отзывов);В рассрочку;20 800 ₸;x12
ASUS ExpertBook B1 90NX0571-M00TV0 синий;416205;0;;В рассрочку;34 684 ₸;x12
Great Asia TK-E140J3 серебристый;147000;9;(4 отзыва);В рассрочку;12 250 ₸;x12
HP Pavilion 15-eh1130ur 638D3EA серебристый;269900;10;(1 отзыв);В рассрочку;22 492 ₸;x12
HP Pavilion 14-DV0094UR 5C0F2EA серебристый;358587;10;(2 отзыва);В рассрочку;29 883 ₸;x12
Acer Extensa EX215-52 NX.EG8ER.00H черный;229997;0;;В рассрочку;19 167 ₸;x12
